users_evaluated,precision@10,recall@10,ndcg@10,map@10,intra_list_diversity,coverage,model_name
926.0,0.014794816414686825,0.014644818194529594,0.01905502951212199,0.007341669809272401,0.056845735111188615,0.5732445520581114,content_based_genre_decade
926.0,0.13466522678185747,0.1403110677963514,0.17551489724913208,0.09063174997020647,0.6326578753000712,0.029055690072639227,popularity_baseline
