observed_ratings,stage,user_id,precision@10,recall@10,ndcg@10,ap@10
0,popularity,524,0.3,0.01744186046511628,0.40853591842579556,0.21666666666666665
0,popularity,530,0.2,0.06060606060606061,0.33013764944712026,0.16666666666666666
0,popularity,536,0.4,0.03669724770642202,0.44793214080335986,0.22749999999999998
0,popularity,537,0.3,0.022900763358778626,0.4690000933206748,0.3
0,popularity,544,0.2,0.2857142857142857,0.18065894665528784,0.055555555555555546
0,popularity,548,0.7,0.06862745098039216,0.7630946912803436,0.5991666666666667
0,popularity,550,0.6,0.24,0.6569815082938864,0.4476984126984126
0,popularity,551,0.7,0.03017241379310345,0.6156886473955918,0.4514285714285714
0,popularity,554,0.4,0.06451612903225806,0.456899187845258,0.24
0,popularity,556,0.2,0.05714285714285714,0.15176219107803537,0.04523809523809523
0,popularity,561,0.2,0.017241379310344827,0.1884441521277154,0.06666666666666667
0,popularity,566,0.1,0.012048192771084338,0.11004588314904008,0.03333333333333333
0,popularity,567,0.0,0.0,0.0,0.0
0,popularity,568,0.1,0.022727272727272728,0.11004588314904008,0.03333333333333333
0,popularity,574,0.4,0.15384615384615385,0.3885264725763437,0.20396825396825397
0,popularity,576,0.4,0.21052631578947367,0.49435723575344825,0.29166666666666663
0,popularity,578,0.1,0.2,0.10209739512291163,0.02222222222222222
0,popularity,580,0.7,0.30434782608695654,0.7542686714597936,0.5940476190476189
0,popularity,589,0.3,0.125,0.22476126319537007,0.0819047619047619
0,popularity,595,0.4,0.1,0.5637884576902256,0.4
0,popularity,596,0.6,0.5454545454545454,0.6180396628416763,0.4147619047619048
0,popularity,599,0.3,0.08823529411764706,0.22793826167775827,0.08607142857142858
0,popularity,600,0.2,0.04081632653061224,0.31488013066763093,0.15
0,popularity,601,0.4,0.05405405405405406,0.5637884576902256,0.4
0,popularity,603,0.4,0.12121212121212122,0.5100691314582919,0.32166666666666666
0,popularity,617,0.1,0.027777777777777776,0.11004588314904008,0.03333333333333333
0,popularity,634,0.6,0.0967741935483871,0.696162268139923,0.5233333333333332
0,popularity,638,0.3,0.08571428571428572,0.37850091886658266,0.18
0,popularity,639,0.1,0.0196078431372549,0.07839826897867533,0.016666666666666666
0,popularity,640,0.0,0.0,0.0,0.0
0,popularity,643,0.5,0.03875968992248062,0.5365535816822092,0.3095238095238095
0,popularity,645,0.3,0.033707865168539325,0.3932783996463063,0.2
0,popularity,646,0.0,0.0,0.0,0.0
0,popularity,647,0.2,0.047619047619047616,0.12987501165334076,0.03111111111111111
0,popularity,659,0.3,0.023622047244094488,0.28762634971412726,0.12
0,popularity,662,0.1,0.06666666666666667,0.11004588314904008,0.03333333333333333
0,popularity,663,0.7,0.08433734939759036,0.6975961695061491,0.4979761904761905
0,popularity,666,0.3,0.020833333333333332,0.32730659600126993,0.16666666666666666
0,popularity,667,0.0,0.0,0.0,0.0
0,popularity,668,0.4,0.15384615384615385,0.43810818083050457,0.22063492063492066
0,popularity,669,0.4,0.0851063829787234,0.4505655760587972,0.23194444444444445
0,popularity,672,0.0,0.0,0.0,0.0
0,popularity,675,0.1,0.043478260869565216,0.07839826897867533,0.016666666666666666
0,popularity,681,0.2,0.18181818181818182,0.1635413866202963,0.05333333333333333
0,popularity,689,0.5,0.21739130434782608,0.5836175861945262,0.36944444444444446
0,popularity,691,0.3,0.11538461538461539,0.3746661058764784,0.1775
0,popularity,694,0.5,0.037037037037037035,0.5548010254700116,0.3361111111111111
0,popularity,699,0.2,0.046511627906976744,0.2489083270225946,0.11666666666666665
0,popularity,703,0.8,0.2962962962962963,0.8364586133797037,0.7042063492063492
0,popularity,704,0.3,0.05660377358490566,0.40853591842579556,0.21666666666666665
0,popularity,707,0.2,0.01680672268907563,0.1884441521277154,0.06666666666666667
0,popularity,709,0.5,0.06756756756756757,0.52129606290272,0.29285714285714287
0,popularity,711,0.4,0.025806451612903226,0.5321408435198608,0.3416666666666667
0,popularity,734,0.3,0.06818181818181818,0.3570764765963919,0.15857142857142856
0,popularity,737,0.2,0.08,0.2489083270225946,0.11666666666666665
0,popularity,741,0.3,0.058823529411764705,0.388244052766991,0.19285714285714287
0,popularity,742,0.4,0.2857142857142857,0.5384313152574521,0.35
0,popularity,743,0.3,0.15,0.31516255047698366,0.14999999999999997
0,popularity,753,0.2,0.05555555555555555,0.30523488393970116,0.13999999999999999
0,popularity,757,0.4,0.0547945205479452,0.501749354207772,0.2928571428571428
