model_name,precision@10,recall@10,ndcg@10,map@10,coverage,intra_list_diversity
content_tfidf_metadata,0.016738660907127396,0.02140745758143516,0.024560363586675085,0.010887300444535857,0.3692493946731235,0.1751126604937882
popularity_baseline,0.1346652267818572,0.14031106779635175,0.17551489724913244,0.09063174997020655,0.029055690072639227,0.9085956516759159
