users_evaluated,precision@10,recall@10,ndcg@10,map@10,intra_list_diversity,coverage,model_name,cold_start_item_share
926.0,0.24967602591792587,0.27927458320558146,0.3570566983203037,0.23061530162620983,0.5944888656997428,0.18099273607748184,weighted_hybrid_alpha_0.85,0.0
926.0,0.2479481641468674,0.2780266681810718,0.35336273828525766,0.22652760483242962,0.6201338628907546,0.17191283292978207,cf_user_pearson_k40,0.0
926.0,0.24719222462202944,0.27623581144961046,0.35180434749746853,0.22571546980323198,0.6160172022883276,0.2112590799031477,switching_hybrid_lt_15,0.0014038876889848812
926.0,0.1346652267818572,0.14031106779635175,0.17551489724913244,0.09063174997020655,0.6326578753000714,0.029055690072639227,popularity_baseline,0.0
926.0,0.01663066954643625,0.020694743816015427,0.023895102597773908,0.010534285828562277,0.09473569922315063,0.3662227602905569,content_tfidf_metadata,0.23002159827213822
